"cue","target","normed","proportion"
"patio","grill","YES",0.013
"patio","home","YES",0.013
"patio","lawn","YES",0.013
"patio","screen","YES",0.013
"patriot","flag","YES",0.123
"patriot","games","YES",0.117
"patriot","american","YES",0.091
"patriot","missile","YES",0.084
"patriot","soldier","YES",0.084
"patriot","football","YES",0.065
"patriot","hero","YES",0.039
"patriot","army","YES",0.026
"patriot","new england","NO",0.026
"patriot","country","YES",0.019
"patriot","loyal","YES",0.019
"patriot","war","YES",0.019
"patriot","bird","YES",0.013
"patriot","citizen","YES",0.013
"patriot","fighter","YES",0.013
"patriot","land","YES",0.013
"patriot","noble","NO",0.013
"patriot","people","YES",0.013
"patriot","red","YES",0.013
"patriot","saint","YES",0.013
"patriotic","flag","YES",0.273
"patriotic","loyal","YES",0.073
"patriotic","american","YES",0.053
"patriotic","country","YES",0.04
"patriotic","hero","YES",0.04
"patriotic","usa","YES",0.04
"patriotic","nation","YES",0.033
"patriotic","soldier","YES",0.033
"patriotic","proud","YES",0.027
"patriotic","red&white&blue","NO",0.027
"patriotic","july 4th","NO",0.02
"patriotic","man","YES",0.02
"patriotic","person","YES",0.02
"patriotic","america","YES",0.013
"patriotic","army","YES",0.013
"patriotic","citizen","YES",0.013
"patriotic","duty","YES",0.013
"patriotic","freedom","YES",0.013
"patriotic","honor","YES",0.013
"patriotic","pride","YES",0.013
"patriotic","salute","YES",0.013
"patriotic","symbol","YES",0.013
"patrol","police","YES",0.367
"patrol","cop","YES",0.167
"patrol","car","YES",0.107
"patrol","guard","YES",0.033
"patrol","watch","YES",0.033
"patrol","man","YES",0.027
"patrol","night","YES",0.02
"patrol","safety","YES",0.02
"patrol","officer","YES",0.013
"patrol","watchdog","NO",0.013
"pattern","sew","YES",0.159
"pattern","clothes","YES",0.053
"pattern","dress","YES",0.053
"pattern","design","YES",0.045
"pattern","plaid","YES",0.038
"pattern","quilt","YES",0.038
"pattern","checkered","NO",0.03
"pattern","material","YES",0.03
"pattern","maze","YES",0.023
"pattern","puzzle","YES",0.023
"pattern","set","YES",0.023
"pattern","blanket","YES",0.015
"pattern","fabric","YES",0.015
"pattern","follow","YES",0.015
"pattern","graph","YES",0.015
"pattern","line","YES",0.015
"pattern","order","YES",0.015
"pattern","paisley","NO",0.015
"pattern","same","YES",0.015
"pattern","shirt","YES",0.015
"pattern","style","YES",0.015
"pattern","trace","YES",0.015
"pattern","way","YES",0.015
"pause","stop","YES",0.427
"pause","wait","YES",0.133
"pause","hesitate","YES",0.056
"pause","break","YES",0.042
"pause","delay","YES",0.021
"pause","silence","YES",0.021
"pause","space","YES",0.021
"pause","still","YES",0.021
"pause","think","YES",0.021
"pause","go","YES",0.014
"pause","hold","YES",0.014
"pause","reflect","YES",0.014
"pause","rest","YES",0.014
"pause","second","YES",0.014
"pavement","road","YES",0.254
"pavement","sidewalk","YES",0.21
"pavement","street","YES",0.116
"pavement","cement","YES",0.101
"pavement","concrete","YES",0.08
"pavement","ground","YES",0.043
"pavement","asphalt","YES",0.029
"pavement","hard","YES",0.022
"pavement","surface","YES",0.022
"pavement","tar","YES",0.022
"pavement","black","YES",0.014
"pavement","driveway","YES",0.014
"pavement","walkway","YES",0.014
"paw","dog","YES",0.327
"paw","cat","YES",0.15
"paw","foot","YES",0.116
"paw","animal","YES",0.048
"paw","claw","YES",0.048
"paw","hand","YES",0.048
"paw","bear","YES",0.041
"paw","puppy","YES",0.034
"paw","print","YES",0.02
"paw","scratch","YES",0.02
"paw","kitten","YES",0.014
"paw","tail","YES",0.014
"paw","tiger","YES",0.014
"pawn","shop","YES",0.25
"pawn","cross","YES",0.203
"pawn","sell","YES",0.196
"pawn","money","YES",0.061
"pawn","jewelry","YES",0.027
"pawn","steal","YES",0.02
"pawn","store","YES",0.02
"pawn","give","YES",0.014
"pawn","gold","YES",0.014
"pawn","hock","NO",0.014
"pawn","king","YES",0.014
"pay","money","YES",0.449
"pay","check","YES",0.181
"pay","day","YES",0.047
"pay","cash","YES",0.039
"pay","work","YES",0.039
"pay","owe","YES",0.031
"pay","receive","YES",0.031
"pay","buy","YES",0.024
"pay","give","YES",0.024
"pay","earn","YES",0.016
"pay","job","YES",0.016
"pay","salary","YES",0.016
"pay","spend","YES",0.016
"payment","money","YES",0.352
"payment","bill","YES",0.145
"payment","check","YES",0.131
"payment","car","YES",0.069
"payment","due","YES",0.048
"payment","job","YES",0.028
"payment","plan","YES",0.028
"payment","debt","YES",0.021
"payment","fee","YES",0.021
"payment","late","YES",0.021
"payment","loan","YES",0.021
"payment","cash","YES",0.014
"payment","owe","YES",0.014
"peace","war","YES",0.371
"peace","love","YES",0.084
"peace","calm","YES",0.056
"peace","harmony","YES",0.049
"peace","quiet","YES",0.049
"peace","dove","YES",0.042
"peace","earth","YES",0.021
"peace","hippie","NO",0.021
"peace","hope","YES",0.021
"peace","tranquility","NO",0.021
"peace","world","YES",0.021
"peace","death","YES",0.014
"peace","dog","YES",0.014
"peace","free","YES",0.014
"peace","good will","NO",0.014
"peace","happiness","YES",0.014
"peace","sign","YES",0.014
"peace","sixties","NO",0.014
"peace","talk","YES",0.014
"peaceful","quiet","YES",0.205
"peaceful","calm","YES",0.106
"peaceful","tranquil","YES",0.053
"peaceful","serene","YES",0.045
"peaceful","dove","YES",0.03
"peaceful","ocean","YES",0.023
"peaceful","restful","NO",0.023
"peaceful","at ease","NO",0.015
"peaceful","chaotic","NO",0.015
"peaceful","church","YES",0.015
"peaceful","happy","YES",0.015
"peaceful","harmony","YES",0.015
"peaceful","heaven","YES",0.015
"peaceful","love","YES",0.015
"peaceful","nature","YES",0.015
"peaceful","nice","YES",0.015
"peaceful","relax","YES",0.015
"peaceful","sigh","NO",0.015
"peaceful","sleep","YES",0.015
"peaceful","war","YES",0.015
"peach","fruit","YES",0.206
"peach","fuzz","YES",0.155
"peach","pit","YES",0.124
"peach","cream","YES",0.072
"peach","pear","YES",0.072
"peach","apple","YES",0.062
"peach","pie","YES",0.041
"peach","georgia","NO",0.031
"peach","plum","YES",0.031
"peach","tree","YES",0.021
"peak","top","YES",0.269
"peak","mountain","YES",0.248
"peak","climax","YES",0.048
"peak","high","YES",0.048
"peak","orgasm","NO",0.028
"peak","summit","YES",0.028
"peak","valley","YES",0.028
"peak","best","YES",0.021
"peak","pike","YES",0.021
"peak","point","YES",0.021
"peak","sex","YES",0.021
"peak","low","YES",0.014
"peanut","butter","YES",0.489
"peanut","oil","YES",0.072
"peanut","shell","YES",0.065
"peanut","elephant","YES",0.036
"peanut","boiled","YES",0.022
"peanut","brittle","YES",0.022
"peanut","cartoon","YES",0.022
"peanut","nut","YES",0.022
"peanut","salt","YES",0.022
"peanut","carter","NO",0.014
"peanut","cashew","YES",0.014
"peanut","crunch","YES",0.014
"peanut","gallery","NO",0.014
"peanut","planters","NO",0.014
"peanut","vendor","NO",0.014
"peanut butter","jelly","YES",0.636
"peanut butter","sandwich","YES",0.107
"peanut butter","food","YES",0.036
"peanut butter","bread","YES",0.021
"peanut butter","crunchy","YES",0.021
"peanut butter","sticky","YES",0.021
"peanut butter","cookie","YES",0.014
"peanut butter","crackers","YES",0.014
"peanut butter","eat","YES",0.014
"peanut butter","toast","YES",0.014
"peanuts","elephant","YES",0.127
"peanuts","popcorn","YES",0.087
"peanuts","butter","YES",0.067
"peanuts","snoopy","NO",0.06
"peanuts","nuts","YES",0.053
"peanuts","boiled","YES",0.047
"peanuts","cashews","NO",0.047
"peanuts","shells","NO",0.047
"peanuts","baseball","YES",0.04
"peanuts","cartoon","YES",0.04
"peanuts","salt","YES",0.033
"peanuts","airplane","YES",0.027
"peanuts","circus","YES",0.02
"peanuts","jelly","YES",0.02
"peanuts","snack","YES",0.02
"peanuts","walnuts","NO",0.02
"peanuts","comics","NO",0.013
"peanuts","food","YES",0.013
"peanuts","m&m's","NO",0.013
"peanuts","pretzels","NO",0.013
"peanuts","roasted","NO",0.013
"peanuts","seeds","NO",0.013
"peanuts","snickers","NO",0.013
"pear","fruit","YES",0.347
"pear","apple","YES",0.252
"pear","peach","YES",0.048
"pear","green","YES",0.034
"pear","look","YES",0.034
"pear","plum","YES",0.034
"pear","shape","YES",0.034
"pear","friend","YES",0.02
"pear","tree","YES",0.014
"pearl","necklace","YES",0.272
"pearl","oyster","YES",0.13
"pearl","ring","YES",0.12
"pearl","diamond","YES",0.054
"pearl","earring","YES",0.049
"pearl","harbor","YES",0.049
"pearl","white","YES",0.043
"pearl","jewelry","YES",0.033
"pearl","money","YES",0.016
"pearl","opal","NO",0.016
"pearl","round","YES",0.016
"pearl","sea","YES",0.016
"pearl","clam","YES",0.011
"pearl","pretty","YES",0.011
"peas","green","YES",0.264
"peas","pod","NO",0.189
"peas","carrots","YES",0.101
"peas","beans","YES",0.081
"peas","corn","YES",0.068
"peas","vegetable","YES",0.068
"peas","yuck","YES",0.047
"peas","food","YES",0.02
"peas","gross","YES",0.02
"peas","soup","YES",0.02
"peas","eat","YES",0.014
"peas","pot","YES",0.014
"peas","potatoes","YES",0.014
"pebble","rock","YES",0.468
"pebble","stone","YES",0.309
"pebble","beach","YES",0.043
"pebble","sand","YES",0.021
"pecan","nut","YES",0.467
"pecan","pie","YES",0.349
"pecan","peanut","YES",0.026
"pecan","bird","YES",0.02
"pecan","cookie","YES",0.013
"pecan","food","YES",0.013
"pedal","bike","YES",0.544
"pedal","flower","YES",0.067
"pedal","gas","YES",0.054
"pedal","foot","YES",0.04
"pedal","rose","YES",0.04
"pedal","brake","YES",0.034
"pedal","fast","YES",0.027
"pedal","car","YES",0.02
"pedal","hard","YES",0.02
"pedal","push","YES",0.02
"pedal","go","YES",0.013
"pedestrian","walk","YES",0.597
"pedestrian","person","YES",0.175
"pedestrian","crossing","YES",0.032
"pedestrian","street","YES",0.032
"pedestrian","car","YES",0.019
"pedestrian","feet","YES",0.019
"pedestrian","sidewalk","YES",0.019
"pedestrian","children","YES",0.013
"pedestrian","city","YES",0.013
"peel","orange","YES",0.571
"peel","banana","YES",0.114
"peel","potato","YES",0.065
"peel","fruit","YES",0.033
"peel","eat","YES",0.027
"peel","pear","YES",0.016
"peel","sunburn","NO",0.016
"peel","apple","YES",0.011
"peel","off","YES",0.011
"peel","slice","YES",0.011
"peer","friend","YES",0.325
"peer","pressure","YES",0.195
"peer","look","YES",0.091
"peer","student","YES",0.058
"peer","group","YES",0.039
"peer","boat","YES",0.019
"peer","fish","YES",0.019
"peer","teenager","YES",0.019
"peer","adult","YES",0.013
"peer","bridge","YES",0.013
"peer","dock","YES",0.013
"peer","water","YES",0.013
"pelican","bird","YES",0.602
"pelican","seagull","YES",0.071
"pelican","fish","YES",0.041
"pelican","beach","YES",0.031
"pelican","beak","NO",0.02
"pelican","bill","YES",0.02
"pelican","pier","YES",0.02
"pelican","sea","YES",0.02
"pelican","water","YES",0.02
"pelt","hit","YES",0.189
"pelt","fur","YES",0.115
"pelt","throw","YES",0.068
"pelt","skin","YES",0.041
"pelt","belt","YES",0.034
"pelt","rock","YES",0.034
"pelt","stone","YES",0.034
"pelt","animal","YES",0.027
"pelt","beat","YES",0.027
"pelt","gun","YES",0.02
"pelt","bb gun","NO",0.014
"pelt","bullets","NO",0.014
"pelt","nothing","YES",0.014
"pelt","rain","YES",0.014
"pen","pencil","YES",0.594
"pen","ink","YES",0.152
"pen","paper","YES",0.109
"pen","write","YES",0.065
"pencil","pen","YES",0.476
"pencil","lead","YES",0.14
"pencil","sharp","YES",0.084
"pencil","write","YES",0.07
"pencil","eraser","YES",0.049
"pencil","sharpener","NO",0.028
"pencil","point","YES",0.021
"pencil","wood","YES",0.021
"pencil","yellow","YES",0.021
"pendulum","clock","YES",0.275
"pendulum","swing","YES",0.176
"pendulum","pit","YES",0.078
"pendulum","time","YES",0.072
"pendulum","hypnotize","YES",0.046
"pendulum","physics","YES",0.026
"pendulum","balls","NO",0.02
"pendulum","music","YES",0.02
"pendulum","death","YES",0.013
"pendulum","pen","YES",0.013
"pendulum","science","YES",0.013
"penguin","bird","YES",0.327
"penguin","tuxedo","YES",0.135
"penguin","cold","YES",0.109
"penguin","waddle","NO",0.058
"penguin","animal","YES",0.045
"penguin","alaska","NO",0.032
"penguin","black","YES",0.026
"penguin","ice","YES",0.026
"penguin","suit","YES",0.026
"penguin","arctic","YES",0.019
"penguin","north pole","NO",0.019
"penguin","snow","YES",0.019
"penguin","antarctica","NO",0.013
"penguin","cute","YES",0.013
"penguin","north","YES",0.013
"penguin","seal","YES",0.013
"penguin","walk","YES",0.013
"penny","nickel","YES",0.262
"penny","money","YES",0.195
"penny","dime","YES",0.107
"penny","copper","YES",0.074
"penny","dollar","YES",0.067
"penny","quarter","YES",0.067
"penny","coin","YES",0.04
"penny","center","YES",0.034
"penny","pincher","NO",0.027
"penny","loafers","NO",0.013
"penny","luck","YES",0.013
"penny","shine","YES",0.013
"people","crowd","YES",0.155
"people","person","YES",0.115
"people","friend","YES",0.101
"people","place","YES",0.088
"people","different","YES",0.041
"people","group","YES",0.034
"people","human","YES",0.034
"people","family","YES",0.027
"people","animal","YES",0.02
"people","city","YES",0.02
"people","many","YES",0.02
"people","nice","YES",0.02
"people","population","YES",0.02
"people","associate","YES",0.014
"people","like","YES",0.014
"people","mix","YES",0.014
"people","strange","YES",0.014
"people","world","YES",0.014
"pepper","salt","YES",0.695
"pepper","hot","YES",0.112
"pepper","spice","YES",0.051
"pepper","sneeze","YES",0.041
"pepper","steak","YES",0.015
"pepper","seasoning","YES",0.01
"pepperoni","pizza","YES",0.849
"pepperoni","cheese","YES",0.02
"pepperoni","meat","YES",0.02
"pepperoni","sausage","YES",0.02
"pepperoni","yuck","YES",0.013
"pepsi","cold","YES",0.664
"pepsi","drink","YES",0.096
"pepsi","soda","YES",0.068
"pepsi","commercial","YES",0.021
"pepsi","caffeine","YES",0.014
"perceive","understand","YES",0.209
"perceive","see","YES",0.149
"perceive","think","YES",0.108
"perceive","look","YES",0.054
"perceive","know","YES",0.041
"perceive","comprehend","YES",0.02
"perceive","deceive","YES",0.02
"perceive","get","YES",0.02
"perceive","hear","YES",0.02
"perceive","sense","YES",0.02
"perceive","view","YES",0.02
"perceive","acknowledge","YES",0.014
"perceive","assume","YES",0.014
"perceive","sight","YES",0.014
"perceive","thought","YES",0.014
"percent","hundred","YES",0.184
"percent","math","YES",0.079
"percent","number","YES",0.079
"percent","part","YES",0.079
"percent","grade","YES",0.059
"percent","one","YES",0.039
"percent","%","NO",0.026
"percent","amount","YES",0.026
"percent","fraction","NO",0.026
"percent","tax","YES",0.026
"percent","fifty","NO",0.02
"percent","money","YES",0.02
"percent","portion","YES",0.02
"percent","sign","YES",0.02
"percent","test","YES",0.02
"percent","chance","YES",0.013
"percent","discount","NO",0.013
"percent","high","YES",0.013
"percent","piece","YES",0.013
"percent","ratio","NO",0.013
"percent","right","YES",0.013
"percent","statistic","NO",0.013
"percentage","number","YES",0.142
"percentage","part","YES",0.128
"percentage","math","YES",0.122
"percentage","amount","YES",0.115
"percentage","grade","YES",0.041
"percentage","portion","YES",0.041
"percentage","statistic","NO",0.041
"percentage","average","YES",0.027
"percentage","hundred","YES",0.027
"percentage","money","YES",0.027
"percentage","partial","NO",0.02
"percentage","point","YES",0.02
"percentage","sale","YES",0.02
"percentage","decimal","NO",0.014
"percentage","half","YES",0.014
"percentage","piece","YES",0.014
"percentage","score","YES",0.014
"percentage","study","YES",0.014
"percentage","taxes","YES",0.014
"perception","sight","YES",0.092
"perception","see","YES",0.077
"perception","view","YES",0.07
"perception","perceive","YES",0.049
"perception","understand","YES",0.049
"perception","think","YES",0.035
"perception","thought","YES",0.035
"perception","depth","YES",0.028
"perception","eye","YES",0.028
"perception","idea","YES",0.028
"perception","sense","YES",0.028
"perception","clear","YES",0.021
"perception","feelings","YES",0.014
"perception","insight","YES",0.014
"perception","thing","YES",0.014
"perception","vision","YES",0.014
"perch","bird","YES",0.547
"perch","fish","YES",0.149
"perch","sit","YES",0.115
"perch","branch","YES",0.02
"perch","stand","YES",0.02
"perch","rest","YES",0.014
"perch","roost","YES",0.014
"perch","seat","YES",0.014
"perfect","great","YES",0.076
"perfect","flawless","NO",0.053
"perfect","right","YES",0.053
"perfect","imperfect","NO",0.045
"perfect","best","YES",0.038
"perfect","good","YES",0.038
"perfect","correct","YES",0.03
"perfect","god","YES",0.03
"perfect","me","YES",0.03
"perfect","grade","YES",0.023
"perfect","ideal","YES",0.023
"perfect","strangers","NO",0.023
"perfect","wrong","YES",0.023
"perfect","10","NO",0.015
"perfect","body","YES",0.015
"perfect","flaw","NO",0.015
"perfect","no one","NO",0.015
"perfect","person","YES",0.015
"perform","act","YES",0.291
"perform","dance","YES",0.086
"perform","stage","YES",0.073
"perform","actor","YES",0.046
"perform","show","YES",0.046
"perform","do","YES",0.033
"perform","entertain","YES",0.033
"perform","play","YES",0.026
"perform","sing","YES",0.026
